timestamp	msgtype	repeat	mmsi	status	turn	speed	accuracy	lon	lat	course	heading	second	maneuver	raim	radio
2017-07-21Z03:03:56.452825	1	0	244660374	15	-128	0.0	0	4.25149	51.91367	213.8	51.1	57	0	1	2196	
2017-07-21Z03:04:04.809721	1	0	244660374	15	-128	0.0	0	4.25149	51.91366	212.1	51.1	5	0	1	98482	
2017-07-21Z03:04:11.525708	1	0	244660375	15	-128	0.0	0	4.25062	51.91396	32.1	51.1	12	0	1	33197	
2017-07-21Z03:04:30.204247	1	0	235080023	0	0	0.0	0	4.24825	51.91727	328.9	2.9	30	0	0	33898	
2017-07-21Z03:04:31.679428	1	0	244660375	15	-128	0.0	0	4.25063	51.91396	33.7	51.1	32	0	1	33954	
2017-07-21Z03:04:36.265752	1	0	244660374	15	-128	0.0	0	4.25149	51.91366	212.2	51.1	36	0	1	50191	
2017-07-21Z03:04:40.690817	1	0	244660375	15	-128	0.0	0	4.25062	51.91395	33.8	51.1	41	0	1	17936	
2017-07-21Z03:04:46.425083	1	0	244660374	15	-128	0.0	0	4.25148	51.91367	212.7	51.1	47	0	1	115726	
2017-07-21Z03:04:50.846581	1	0	244660375	15	-128	0.0	0	4.25063	51.91394	34.2	51.1	51	0	1	67439	
2017-07-21Z03:05:00.761324	1	0	244660375	15	-128	0.0	0	4.25063	51.91394	35.8	51.1	1	0	1	98331	
2017-07-21Z03:05:04.854600	1	0	244660374	15	-128	0.0	0	4.25148	51.91367	212.0	51.1	5	0	1	82960	
2017-07-21Z03:05:11.492231	1	0	244660375	15	-128	0.0	0	4.25062	51.91395	34.8	51.1	12	0	1	17940	
2017-07-21Z03:05:19.354574	1	0	235080023	0	0	0.0	0	4.24824	51.91726	10.5	3.0	19	0	0	17940	
2017-07-21Z03:05:25.910584	1	0	23303610	15	-128	0.0	1	4.25053	51.9208	0.0	51.1	25	0	1	33738	
2017-07-21Z03:05:26.564441	1	0	244660374	15	-128	0.0	0	4.25148	51.91368	225.9	51.1	27	0	1	2195	
2017-07-21Z03:05:30.170453	1	0	235080023	0	0	0.0	0	4.24824	51.91727	3.9	3.0	30	0	0	17940	
2017-07-21Z03:05:30.986683	3	0	244353000	5	0	0.1	1	4.23974	51.91318	238.6	30.0	30	0	0	84602	
2017-07-21Z03:05:31.724375	1	0	244660375	15	-128	0.0	0	4.25063	51.91397	31.1	51.1	32	0	1	17940	
2017-07-21Z03:05:40.735733	1	0	244660375	15	-128	0.0	0	4.25064	51.91397	30.5	51.1	41	0	1	2273	
2017-07-21Z03:05:46.470090	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	230.9	51.1	47	0	1	100043	
2017-07-21Z03:05:49.502669	1	0	235080023	0	0	0.0	0	4.24824	51.91728	354.1	3.0	49	0	0	49703	
2017-07-21Z03:05:54.991239	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	231.6	51.1	55	0	1	50197	
2017-07-21Z03:06:00.806389	1	0	244660375	15	-128	0.0	0	4.25065	51.91397	31.2	51.1	1	0	1	83021	
2017-07-21Z03:06:11.537240	1	0	244660375	15	-128	0.0	0	4.25064	51.91397	31.8	51.1	12	0	1	2205	
2017-07-21Z03:06:16.697750	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	234.7	51.1	17	0	1	98926	
2017-07-21Z03:06:25.056392	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	234.8	51.1	25	0	1	115737	
2017-07-21Z03:06:30.215924	1	0	235080023	0	0	0.0	0	4.24827	51.91727	307.2	2.9	30	0	0	2223	
2017-07-21Z03:06:31.691023	1	0	244660375	15	-128	0.0	0	4.25061	51.91398	32.3	51.1	32	0	1	2248	
2017-07-21Z03:06:36.277334	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	237.2	51.1	36	0	1	17944	
2017-07-21Z03:06:55.036491	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	242.4	51.1	55	0	1	34828	
2017-07-21Z03:06:58.888334	1	0	235080023	0	0	0.0	1	4.24825	51.91723	312.1	2.9	58	0	1	82471	
2017-07-21Z03:07:04.787373	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	245.5	51.1	5	0	1	50198	
2017-07-21Z03:07:10.355059	3	0	244660375	15	-128	0.0	0	4.25061	51.91396	27.5	51.1	11	0	1	12209	
2017-07-21Z03:07:16.664040	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	246.4	51.1	17	0	1	82965	
2017-07-21Z03:07:25.921958	1	0	23303610	15	-128	0.0	1	4.25054	51.9208	0.0	51.1	25	0	1	2275	
2017-07-21Z03:07:30.671902	1	0	244660375	15	-128	0.0	0	4.25061	51.91396	24.8	51.1	31	0	1	115793	
2017-07-21Z03:07:42.059958	3	0	245730000	5	-128	0.0	0	4.24756	51.91654	293.4	51.1	41	0	0	0	
2017-07-21Z03:07:46.481789	3	0	244660374	15	-128	0.0	0	4.25149	51.9137	252.1	51.1	47	0	1	12625	
2017-07-21Z03:07:49.514393	1	0	235080023	0	0	0.0	0	4.24825	51.91728	6.6	2.9	49	0	0	17948	
2017-07-21Z03:07:50.824492	1	0	244660375	15	-128	0.0	0	4.25061	51.91396	22.6	51.1	51	0	1	17948	
2017-07-21Z03:07:55.002802	1	0	244660374	15	-128	0.0	0	4.25149	51.9137	255.8	51.1	55	0	1	17948	
2017-07-21Z03:08:00.818162	1	0	244660375	15	-128	0.0	0	4.25061	51.91396	21.7	51.1	1	0	1	50256	
2017-07-21Z03:08:04.832583	1	0	244660374	15	-128	0.0	0	4.25148	51.91369	257.9	51.1	5	0	1	32946	
2017-07-21Z03:08:10.321330	1	0	244660375	15	-128	0.0	0	4.25061	51.91396	25.0	51.1	11	0	1	50257	
2017-07-21Z03:08:21.789208	1	0	244660375	15	-128	0.0	0	4.2506	51.91396	27.2	51.1	22	0	1	50256	
2017-07-21Z03:08:25.067874	1	0	244660374	15	-128	0.0	0	4.25148	51.91369	259.5	51.1	25	0	1	2302	
2017-07-21Z03:08:30.638637	1	0	244660375	15	-128	0.0	0	4.2506	51.91397	25.3	51.1	31	0	1	99451	
2017-07-21Z03:08:36.536488	1	0	244660374	15	-128	0.0	0	4.25148	51.91368	261.2	51.1	37	0	1	115732	
2017-07-21Z03:08:39.730558	1	0	235080023	0	0	0.0	0	4.24825	51.91728	353.9	3.0	39	0	0	82469	
2017-07-21Z03:08:46.284627	1	0	23303610	15	-128	0.0	1	4.25055	51.92081	0.0	51.1	46	0	1	67269	
2017-07-21Z03:08:49.480602	1	0	235080023	0	0	0.0	0	4.24826	51.91728	359.2	3.0	49	0	0	2232	
2017-07-21Z03:08:50.790914	1	0	244660375	15	-128	0.1	0	4.2506	51.91398	24.1	51.1	51	0	1	2255	
2017-07-21Z03:08:58.900140	1	0	235080023	0	0	0.0	0	4.24826	51.91728	328.1	2.9	59	0	0	49703	
2017-07-21Z03:09:08.895525	1	0	235080023	0	0	0.0	0	4.24827	51.91727	318.0	3.0	9	0	0	98636	
2017-07-21Z03:09:10.287726	1	0	244660375	15	-128	0.0	0	4.25064	51.91394	22.0	51.1	11	0	1	33152	
2017-07-21Z03:09:21.755461	1	0	244660375	15	-128	0.0	0	4.25062	51.91396	26.4	51.1	22	0	1	33581	
2017-07-21Z03:09:29.457065	1	0	235080023	0	0	0.0	0	4.24829	51.91726	357.9	2.9	29	0	0	82471	
2017-07-21Z03:09:30.683683	1	0	244660375	15	-128	0.0	0	4.25061	51.91397	29.3	51.1	31	0	1	83023	
2017-07-21Z03:09:36.418211	3	0	244532000	5	-128	0.0	1	4.24692	51.9165	228.0	51.1	36	0	0	0	
2017-07-21Z03:09:36.581934	1	0	244660374	15	-128	0.0	0	4.25147	51.91368	276.0	51.1	37	0	1	99672	
2017-07-21Z03:09:41.334224	1	0	244660375	15	-128	0.0	0	4.2506	51.91398	34.6	51.1	42	0	1	2257	
2017-07-21Z03:09:49.034677	1	0	235080023	0	0	0.0	0	4.24829	51.91725	7.1	3.0	49	0	0	82473	
2017-07-21Z03:09:55.916883	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	278.5	51.1	56	0	1	67631	
2017-07-21Z03:10:00.829944	1	0	244660375	15	-128	0.0	0	4.25062	51.91397	35.0	51.1	1	0	1	17960	
2017-07-21Z03:10:07.220051	1	0	23303610	15	-128	0.0	1	4.25054	51.92081	0.0	51.1	7	0	1	49632	
2017-07-21Z03:10:08.940753	1	0	235080023	0	0	0.0	0	4.24829	51.91725	9.3	3.0	9	0	0	82473	
2017-07-21Z03:10:16.642171	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	283.0	51.1	17	0	1	33390	
2017-07-21Z03:10:29.502556	1	0	235080023	0	0	0.0	0	4.24829	51.91725	307.7	2.9	29	0	0	66639	
2017-07-21Z03:10:30.650449	1	0	244660375	15	-128	0.0	0	4.25058	51.914	37.2	51.1	31	0	1	66683	
2017-07-21Z03:10:39.742352	1	0	235080023	0	0	0.0	0	4.24829	51.91725	318.7	2.9	39	0	0	49703	
2017-07-21Z03:10:41.544320	1	0	244660375	15	-128	0.0	0	4.25056	51.91401	37.6	51.1	42	0	1	67090	
2017-07-21Z03:10:42.036093	1	0	244757000	0	-9	15.1	1	4.25557	51.9108	302.2	30.2	41	0	0	2225	
2017-07-21Z03:10:46.460015	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	286.0	51.1	47	0	1	17960	
2017-07-21Z03:10:50.965324	1	0	244660375	15	-128	0.0	0	4.25056	51.91402	38.4	51.1	51	0	1	34676	
2017-07-21Z03:10:58.911548	1	0	235080023	0	0	0.0	0	4.24826	51.91725	255.1	2.8	59	0	0	17960	
2017-07-21Z03:11:05.873883	1	0	244757000	0	8	15.2	1	4.25334	51.9117	303.7	30.4	4	0	0	82424	
2017-07-21Z03:11:06.286082	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	288.3	51.1	7	0	1	65770	
2017-07-21Z03:11:07.186416	1	0	23303610	15	-128	0.0	1	4.25052	51.92081	0.0	51.1	7	0	1	33035	
2017-07-21Z03:11:10.299581	1	0	244660375	15	-128	0.0	0	4.25055	51.91401	38.5	51.1	11	0	1	2277	
2017-07-21Z03:11:19.965644	1	0	235080023	0	0	0.0	0	4.24825	51.91727	319.6	2.8	20	0	0	33514	
2017-07-21Z03:11:26.438615	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	289.7	51.1	27	0	1	66526	
2017-07-21Z03:11:26.601365	1	0	23303610	15	-128	0.0	1	4.25053	51.92078	0.0	51.1	26	0	1	2228	
2017-07-21Z03:11:30.695537	1	0	244660375	15	-128	0.0	0	4.25058	51.91399	32.6	51.1	31	0	1	50257	
2017-07-21Z03:11:36.593777	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	290.1	51.1	37	0	1	66904	
2017-07-21Z03:11:46.426688	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	289.9	51.1	47	0	1	2188	
2017-07-21Z03:11:49.046589	1	0	235080023	0	0	0.0	0	4.24825	51.91725	302.4	2.9	49	0	0	49702	
2017-07-21Z03:11:50.932106	1	0	244660375	15	-128	0.1	0	4.25063	51.91397	37.7	51.1	51	0	1	17964	
2017-07-21Z03:11:55.928800	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	288.6	51.1	56	0	1	34863	
2017-07-21Z03:12:01.252982	1	0	244660375	15	-128	0.0	0	4.25064	51.91396	35.4	51.1	1	0	1	50259	
2017-07-21Z03:12:06.331599	1	0	244660374	15	-128	0.1	0	4.25145	51.91369	287.6	51.1	7	0	1	50192	
2017-07-21Z03:12:11.002741	1	0	244660375	15	-128	0.0	0	4.25064	51.91396	35.2	51.1	11	0	1	98715	
2017-07-21Z03:12:17.638327	1	0	244757000	0	18	9.5	1	4.24798	51.91393	306.5	30.8	16	0	0	49645	
2017-07-21Z03:12:17.963575	3	0	235115088	5	-128	0.0	1	4.24841	51.91737	210.8	51.1	17	0	1	85098	
2017-07-21Z03:12:19.932039	1	0	235080023	0	0	0.0	0	4.24826	51.91725	333.9	2.9	20	0	0	17968	
2017-07-21Z03:12:21.570246	1	0	244660375	15	-128	0.1	0	4.25063	51.91397	33.5	51.1	22	0	1	99111	
2017-07-21Z03:12:23.616303	1	0	244757000	0	23	8.9	1	4.24765	51.91408	307.4	31.1	22	0	0	17968	
2017-07-21Z03:12:25.993960	1	0	23303610	15	-128	0.0	1	4.25054	51.9208	0.0	51.1	25	0	1	115171	
2017-07-21Z03:12:27.876415	3	0	244757000	0	32	8.3	1	4.24743	51.91419	308.3	31.7	27	0	0	2288	
2017-07-21Z03:12:29.925456	1	0	244757000	0	34	8.1	1	4.24734	51.91424	309.7	31.9	29	0	0	115180	
2017-07-21Z03:12:30.661924	1	0	244660375	15	-128	0.1	0	4.25063	51.91396	34.9	51.1	31	0	1	33915	
2017-07-21Z03:12:33.612540	3	0	244757000	0	40	7.8	1	4.24719	51.91432	311.5	32.5	32	0	0	2496	
2017-07-21Z03:12:34.511921	3	0	244532000	5	-128	0.0	1	4.2469	51.9165	228.0	51.1	32	0	0	0	
2017-07-21Z03:12:35.169036	1	0	244757000	0	42	7.6	1	4.24711	51.91437	313.3	32.9	34	0	0	17968	
2017-07-21Z03:12:36.560190	1	0	244660374	15	-128	0.0	0	4.25146	51.91368	298.5	51.1	37	0	1	50191	
2017-07-21Z03:12:37.789791	3	0	244757000	0	45	7.5	1	4.24703	51.91442	314.4	33.3	36	0	0	4672	
2017-07-21Z03:12:44.833130	1	0	244660374	15	-128	0.1	0	4.25146	51.91368	302.1	51.1	45	0	1	115727	
2017-07-21Z03:12:45.572476	3	0	244757000	0	49	6.6	1	4.24677	51.91462	324.0	34.9	44	0	0	2576	
2017-07-21Z03:12:49.013315	1	0	235080023	0	0	0.0	0	4.24829	51.91724	305.2	2.9	49	0	0	34604	
2017-07-21Z03:12:51.716295	3	0	244757000	0	40	6.1	1	4.24663	51.91477	331.6	35.3	50	0	0	2576	
2017-07-21Z03:12:53.518756	1	0	244757000	0	39	6.1	1	4.24658	51.91482	330.9	35.5	52	0	0	67540	
2017-07-21Z03:12:55.973919	1	0	244660374	15	-128	0.0	0	4.25147	51.91368	302.5	51.1	56	0	1	17968	
2017-07-21Z03:12:56.056076	3	0	244757000	0	38	6.0	1	4.24654	51.91488	333.5	35.7	55	0	0	0	
2017-07-21Z03:13:05.806713	3	0	244757000	0	38	5.3	1	4.24638	51.9151	339.2	0.7	4	0	0	24051	
2017-07-21Z03:13:06.298074	1	0	244660374	15	-128	0.0	0	4.25147	51.91367	302.0	51.1	7	0	1	33002	
2017-07-21Z03:13:09.655697	3	0	244757000	0	38	4.9	1	4.24634	51.91519	344.5	1.2	8	0	0	2512	
2017-07-21Z03:13:11.047898	1	0	244660375	15	-128	0.0	0	4.25062	51.91398	41.9	51.1	11	0	1	83027	
2017-07-21Z03:13:12.114277	1	0	244757000	0	40	4.7	1	4.24632	51.91526	348.9	1.6	11	0	0	49686	
2017-07-21Z03:13:13.833606	3	0	244757000	0	39	4.6	1	4.24632	51.91528	351.7	1.7	12	0	0	4640	
2017-07-21Z03:13:21.535534	3	0	244757000	0	32	4.3	1	4.24632	51.91544	358.5	2.1	20	0	0	2432	
2017-07-21Z03:13:23.583027	1	0	244757000	0	35	4.3	1	4.24632	51.91548	1.2	2.4	22	0	0	2239	
2017-07-21Z03:13:26.039455	1	0	23303610	15	-128	0.0	1	4.25053	51.9208	0.0	51.1	25	0	1	99277	
2017-07-21Z03:13:26.450751	3	0	244660374	15	-128	0.0	0	4.25147	51.91367	305.9	51.1	27	0	1	11169	
2017-07-21Z03:13:29.970999	1	0	244757000	0	35	4.0	1	4.24636	51.9156	13.1	3.0	29	0	0	99423	
2017-07-21Z03:13:31.610021	3	0	244757000	0	37	4.0	1	4.24636	51.91563	13.5	3.2	30	0	0	4976	
2017-07-21Z03:13:33.904420	3	0	244757000	0	36	3.9	1	4.24639	51.91567	19.9	3.4	33	0	0	2320	
2017-07-21Z03:13:36.526566	3	0	244660374	15	-128	0.0	0	4.25147	51.91368	307.1	51.1	37	0	1	18609	
2017-07-21Z03:13:39.884648	3	0	244757000	0	22	3.6	1	4.24647	51.91576	28.9	3.3	39	0	0	2384	
2017-07-21Z03:13:41.114075	3	0	245730000	5	-128	0.0	0	4.24762	51.91654	337.6	51.1	40	0	0	0	
2017-07-21Z03:13:41.358630	1	0	244757000	0	22	3.6	1	4.24649	51.91578	28.6	3.3	40	0	0	17972	
2017-07-21Z03:13:41.522656	1	0	244660375	15	-128	0.0	0	4.25061	51.91399	39.8	51.1	42	0	1	17972	
2017-07-21Z03:13:45.125987	1	0	244660374	15	-128	0.0	0	4.25147	51.91368	307.9	51.1	45	0	1	115726	
2017-07-21Z03:13:49.551353	3	0	244757000	0	26	3.5	1	4.2466	51.9159	33.3	3.9	48	0	0	4816	
2017-07-21Z03:13:50.942831	1	0	244660375	15	-128	0.0	0	4.2506	51.91399	41.5	51.1	51	0	1	83026	
2017-07-21Z03:13:51.926043	3	0	244757000	0	8	3.4	1	4.24664	51.91593	38.3	3.5	51	0	0	2336	
2017-07-21Z03:13:53.563919	1	0	244757000	0	-26	3.3	1	4.24666	51.91594	39.2	3.1	52	0	0	49710	
2017-07-21Z03:13:57.579557	3	0	244757000	0	-47	3.2	1	4.24673	51.91599	39.1	1.8	56	0	0	2384	
2017-07-21Z03:14:00.200793	1	0	244757000	0	-50	3.0	1	4.24676	51.91603	30.1	1.2	59	0	0	32772	
2017-07-21Z03:14:00.774400	1	0	235080023	0	0	0.0	0	4.24827	51.91724	341.0	2.9	0	0	0	32795	
2017-07-21Z03:14:01.592028	3	0	244757000	0	-51	2.9	1	4.24677	51.91604	27.9	0.8	0	0	0	4976	
2017-07-21Z03:14:03.886725	3	0	244757000	0	-52	2.7	1	4.24679	51.91607	23.5	0.3	3	0	0	2272	
2017-07-21Z03:14:05.852181	1	0	244757000	0	-53	2.5	1	4.24679	51.91608	20.3	35.9	4	0	0	32983	
2017-07-21Z03:14:06.343519	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	311.2	51.1	7	0	1	17976	
2017-07-21Z03:14:08.964581	1	0	235080023	0	0	0.0	0	4.24826	51.91725	31.8	2.9	9	0	0	17976	
2017-07-21Z03:14:14.782630	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	311.4	51.1	15	0	1	66088	
2017-07-21Z03:14:17.650270	1	0	244757000	0	-60	1.1	1	4.24683	51.91616	15.4	32.5	16	0	0	17976	
2017-07-21Z03:14:19.861108	3	0	244757000	0	-60	1.0	1	4.24684	51.91617	15.7	32.0	19	0	0	4720	
2017-07-21Z03:14:21.582204	1	0	244660375	15	-128	0.0	0	4.25059	51.91398	45.3	51.1	22	0	1	66343	
2017-07-21Z03:14:27.725805	3	0	244757000	0	-58	0.5	1	4.24685	51.91619	9.7	30.2	26	0	0	2384	
2017-07-21Z03:14:30.673908	3	0	244660375	15	-128	0.0	0	4.25059	51.91398	46.1	51.1	31	0	1	12641	
2017-07-21Z03:14:35.427297	1	0	244757000	0	-56	0.7	1	4.24683	51.91622	329.1	28.4	34	0	0	0	
2017-07-21Z03:14:36.572129	3	0	244660374	15	-128	0.0	0	4.25146	51.9137	315.3	51.1	37	0	1	11537	
2017-07-21Z03:14:39.684484	3	0	244757000	0	-55	0.6	1	4.24682	51.91623	321.0	27.5	38	0	0	4144	
2017-07-21Z03:14:39.766177	1	0	235080023	0	0	0.0	0	4.24827	51.91725	341.7	2.8	39	0	0	2270	
2017-07-21Z03:14:41.489152	1	0	244660375	15	-128	0.0	0	4.25059	51.91398	44.6	51.1	42	0	1	2241	
2017-07-21Z03:14:43.125714	3	0	244757000	0	-53	0.5	1	4.24681	51.91623	321.1	26.9	42	0	0	7808	
2017-07-21Z03:14:45.092375	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	316.4	51.1	45	0	1	99992	
2017-07-21Z03:14:49.024886	1	0	235080023	0	0	0.0	0	4.24827	51.91725	293.9	2.8	49	0	0	2259	
2017-07-21Z03:14:55.743224	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	316.5	51.1	56	0	1	115723	
2017-07-21Z03:14:56.150546	3	0	244757000	0	-48	0.8	1	4.24675	51.91624	272.7	24.6	55	0	0	4224	
2017-07-21Z03:15:05.818696	1	0	244757000	0	-40	0.8	1	4.24669	51.91624	251.8	23.7	4	0	0	0	
2017-07-21Z03:15:06.227242	3	0	244757000	0	-39	0.8	1	4.24669	51.91623	253.8	23.6	5	0	0	8064	
2017-07-21Z03:15:10.323419	1	0	244757000	0	-37	0.8	1	4.24666	51.91623	250.3	23.3	9	0	0	98687	
2017-07-21Z03:15:11.059922	1	0	244660375	15	-128	0.0	0	4.25059	51.91398	43.5	51.1	11	0	1	50258	
2017-07-21Z03:15:14.827852	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	317.5	51.1	15	0	1	50187	
2017-07-21Z03:15:16.632651	3	0	235115088	5	-128	0.0	1	4.2484	51.91736	210.8	51.1	16	0	1	84986	
2017-07-21Z03:15:19.662100	3	0	244757000	0	-36	0.7	1	4.24662	51.91622	244.6	22.4	18	0	0	3920	
2017-07-21Z03:15:21.627421	1	0	244660375	15	-128	0.0	0	4.25059	51.91397	42.2	51.1	22	0	1	50258	
2017-07-21Z03:15:26.462557	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	317.9	51.1	27	0	1	50186	
2017-07-21Z03:15:29.084455	1	0	235080023	0	0	0.0	0	4.24826	51.91725	11.0	3.0	29	0	0	99393	
2017-07-21Z03:15:29.903708	1	0	244757000	0	-36	0.5	1	4.24657	51.9162	246.6	21.4	29	0	0	66655	
2017-07-21Z03:15:33.260740	3	0	244757000	0	-32	0.4	1	4.24656	51.9162	252.5	21.3	32	0	0	8064	
2017-07-21Z03:15:34.982419	3	0	244532000	5	-128	0.0	1	4.2469	51.91647	228.0	51.1	33	0	0	0	
2017-07-21Z03:15:40.715894	1	0	244757000	0	-25	0.3	1	4.24654	51.9162	243.9	21.1	39	0	0	115209	
2017-07-21Z03:15:42.928690	3	0	244757000	0	-25	0.3	1	4.24654	51.9162	277.8	21.0	42	0	0	8032	
2017-07-21Z03:15:45.058821	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	317.5	51.1	45	0	1	82954	
2017-07-21Z03:15:46.695958	3	0	244757000	0	-22	0.2	1	4.24653	51.9162	283.8	20.9	45	0	0	4000	
2017-07-21Z03:15:48.744895	1	0	244757000	0	-20	0.2	1	4.24653	51.9162	277.2	20.9	47	0	0	100129	
2017-07-21Z03:15:51.694369	1	0	244660375	15	-128	0.0	0	4.25063	51.91395	41.7	51.1	52	0	1	100241	
2017-07-21Z03:15:53.332663	3	0	244757000	0	-7	0.1	1	4.24652	51.9162	280.0	21.0	52	0	0	7648	
2017-07-21Z03:15:55.788900	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	321.2	51.1	56	0	1	100393	
2017-07-21Z03:15:56.361514	3	0	244757000	0	15	0.1	1	4.24652	51.9162	259.2	21.2	55	0	0	3952	
2017-07-21Z03:16:00.212747	3	0	244757000	0	16	0.2	1	4.24651	51.9162	236.9	21.3	59	0	0	11841	
2017-07-21Z03:16:05.947114	1	0	23303610	15	-128	0.0	1	4.25054	51.92079	0.0	51.1	5	0	1	65756	
2017-07-21Z03:16:06.110558	3	0	244757000	0	20	0.2	1	4.24651	51.91619	204.6	21.5	5	0	0	4352	
2017-07-21Z03:16:06.111754	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	319.8	51.1	6	0	1	98531	
2017-07-21Z03:16:10.289866	1	0	244757000	0	18	0.2	1	4.2465	51.91619	210.2	21.5	9	0	0	82437	
2017-07-21Z03:16:11.026384	1	0	244660375	15	-128	0.0	0	4.25063	51.91394	39.6	51.1	11	0	1	33179	
2017-07-21Z03:16:16.187699	3	0	244757000	0	13	0.2	1	4.2465	51.91618	199.0	21.6	15	0	0	0	
2017-07-21Z03:16:19.954960	1	0	244757000	0	8	0.3	1	4.2465	51.91618	206.6	21.5	19	0	0	115201	
2017-07-21Z03:16:20.775162	1	0	235080023	0	0	0.0	0	4.24828	51.91726	309.5	2.9	20	0	0	17984	
2017-07-21Z03:16:26.507746	1	0	244660374	15	-128	0.0	0	4.25148	51.9137	319.8	51.1	27	0	1	33758	
2017-07-21Z03:16:29.130004	1	0	235080023	0	0	0.0	0	4.24828	51.91726	13.2	2.9	29	0	0	82479	
2017-07-21Z03:16:29.949425	1	0	244757000	0	16	0.0	1	4.24649	51.91618	326.5	21.7	29	0	0	49662	
2017-07-21Z03:16:30.685908	1	0	244660375	15	-128	0.0	0	4.25062	51.91395	42.0	51.1	31	0	1	50260	
2017-07-21Z03:16:35.847229	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	319.8	51.1	36	0	1	115727	
2017-07-21Z03:16:40.270880	1	0	235080023	0	0	0.0	0	4.24828	51.91725	295.1	2.9	40	0	0	67043	
2017-07-21Z03:16:41.255314	1	0	244660375	15	-128	0.0	0	4.25062	51.91395	37.6	51.1	42	0	1	67081	
2017-07-21Z03:16:45.104339	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	319.0	51.1	45	0	1	67224	
2017-07-21Z03:16:51.739716	1	0	244660375	15	-128	0.0	0	4.25062	51.91395	33.4	51.1	52	0	1	83028	
2017-07-21Z03:16:55.755315	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	320.4	51.1	56	0	1	82958	
2017-07-21Z03:17:00.179229	1	0	244757000	0	5	0.0	1	4.24649	51.91618	306.5	21.7	59	0	0	2246	
2017-07-21Z03:17:01.244084	1	0	244660375	15	-128	0.0	0	4.25062	51.91394	30.7	51.1	2	0	1	83029	
2017-07-21Z03:17:06.157290	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	322.4	51.1	6	0	1	82959	
2017-07-21Z03:17:10.335051	1	0	244757000	0	-8	0.0	1	4.24649	51.91618	357.2	21.6	9	0	0	65919	
2017-07-21Z03:17:11.071916	1	0	244660375	15	-128	0.0	0	4.25063	51.91394	30.1	51.1	11	0	1	17988	
2017-07-21Z03:17:14.761077	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	323.0	51.1	15	0	1	17988	
2017-07-21Z03:17:19.921497	1	0	244757000	0	0	0.0	1	4.24649	51.91618	265.1	21.6	19	0	0	99048	
2017-07-21Z03:17:20.820753	1	0	235080023	0	0	0.0	0	4.24828	51.91727	338.9	3.0	20	0	0	2238	
2017-07-21Z03:17:24.426840	1	0	246436000	0	0	12.1	0	4.25457	51.91041	301.0	30.2	24	0	0	99218	
2017-07-21Z03:17:25.984158	1	0	23303610	15	-128	0.0	1	4.25054	51.9208	0.0	51.1	25	0	1	33741	
2017-07-21Z03:17:35.813657	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	322.4	51.1	36	0	1	99645	
2017-07-21Z03:17:42.693138	1	0	246436000	0	0	12.0	0	4.25322	51.91094	301.5	30.2	42	0	0	17988	
2017-07-21Z03:17:46.708869	1	0	23303610	15	-128	0.0	1	4.25052	51.92081	0.0	51.1	46	0	1	17988	
2017-07-21Z03:17:49.249153	1	0	235080023	0	0	0.0	0	4.24828	51.91727	46.5	2.9	49	0	0	34613	
2017-07-21Z03:17:51.706078	1	0	244660375	15	-128	0.0	0	4.25063	51.91393	30.8	51.1	52	0	1	67473	
2017-07-21Z03:17:53.998117	1	0	246436000	0	0	11.9	0	4.25239	51.91127	302.5	30.3	53	0	0	17988	
2017-07-21Z03:17:59.650705	1	0	235080023	0	0	0.0	0	4.24829	51.91726	316.1	2.9	59	0	0	67769	
2017-07-21Z03:18:01.289744	1	0	244660375	15	-128	0.0	0	4.25063	51.91393	29.2	51.1	2	0	1	65581	
2017-07-21Z03:18:05.959210	1	0	23303610	15	-128	0.0	1	4.25052	51.92082	0.0	51.1	5	0	1	32988	
