timestamp	msgtype	repeat	mmsi	status	turn	speed	accuracy	lon	lat	course	heading	second	maneuver	raim	radio
2017-07-21Z13:28:44.187783	1	0	244660583	0	-128	11.1	0	4.24436	51.91471	305.4	51.1	43	1	1	49852	
2017-07-21Z13:28:44.679712	1	0	244660374	15	-128	0.0	0	4.25145	51.91367	198.4	51.1	45	0	1	50227	
2017-07-21Z13:28:45.743853	1	0	246300000	0	0	6.9	0	4.24264	51.91359	128.3	12.6	46	0	0	67248	
2017-07-21Z13:28:54.017115	1	0	244660583	0	-128	11.1	0	4.24366	51.91501	305.2	51.1	53	1	1	34790	
2017-07-21Z13:28:56.229031	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	199.1	51.1	56	0	1	100409	
2017-07-21Z13:29:02.537794	1	0	244730961	0	-128	8.7	1	4.24479	51.91523	305.1	51.1	2	1	1	49661	
2017-07-21Z13:29:06.306504	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	200.3	51.1	7	0	1	2214	
2017-07-21Z13:29:11.629520	1	0	244730961	0	-128	8.7	1	4.2443	51.91543	304.4	51.1	11	1	1	33200	
2017-07-21Z13:29:15.315890	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	200.8	51.1	16	0	1	50230	
2017-07-21Z13:29:25.803427	1	0	246300000	0	0	6.9	0	4.24432	51.91285	124.7	12.5	26	0	0	33733	
2017-07-21Z13:29:31.618365	1	0	244660375	15	-128	0.0	0	4.24874	51.91447	69.8	51.1	32	0	1	33950	
2017-07-21Z13:29:32.602597	1	0	244660583	0	-128	11.0	0	4.2411	51.91615	307.5	51.1	31	1	1	82620	
2017-07-21Z13:29:40.793556	1	0	244660375	15	-128	0.0	0	4.24874	51.91446	69.0	51.1	41	0	1	82904	
2017-07-21Z13:29:42.760858	3	0	244730961	0	-128	8.7	1	4.24267	51.91619	307.1	51.1	42	1	1	75475	
2017-07-21Z13:29:44.725281	1	0	244660374	15	-128	0.0	0	4.25143	51.91369	200.2	51.1	45	0	1	34441	
2017-07-21Z13:29:54.229416	1	0	246300000	0	0	6.9	0	4.24555	51.91232	125.2	12.8	54	0	0	82930	
2017-07-21Z13:29:56.195879	1	0	244660374	15	-128	0.0	0	4.25143	51.91369	200.7	51.1	56	0	1	82998	
2017-07-21Z13:29:57.423476	1	0	244670086	0	-128	8.5	1	4.25492	51.91049	304.2	51.1	56	1	1	34918	
2017-07-21Z13:30:04.469615	3	0	246300000	0	0	6.9	0	4.24597	51.91213	126.1	12.9	5	0	0	25731	
2017-07-21Z13:30:05.370025	1	0	244660374	15	-128	0.0	0	4.25143	51.91369	201.5	51.1	6	0	1	50230	
2017-07-21Z13:30:15.282412	3	0	244660374	15	-128	0.0	0	4.25143	51.91369	200.8	51.1	16	0	1	12497	
2017-07-21Z13:30:17.003111	3	0	235115088	5	-128	0.0	1	4.24842	51.91738	269.5	51.1	16	0	1	85306	
2017-07-21Z13:30:18.313777	1	0	244670086	0	-128	8.4	1	4.25382	51.91096	303.3	51.1	17	1	1	2239	
2017-07-21Z13:30:19.952788	1	0	244660375	15	-128	0.0	0	4.24878	51.91448	70.8	51.1	20	0	1	23160	
2017-07-21Z13:30:31.584815	1	0	244660375	15	-128	0.0	0	4.24878	51.91448	71.8	51.1	32	0	1	23160	
2017-07-21Z13:30:35.353131	1	0	246300000	0	0	6.9	0	4.24721	51.91151	128.0	12.5	36	0	0	23160	
2017-07-21Z13:30:44.691810	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	200.0	51.1	45	0	1	23160	
2017-07-21Z13:30:45.755984	3	0	246300000	0	0	6.9	0	4.24763	51.91132	126.4	12.4	46	0	0	10977	
2017-07-21Z13:30:50.181524	1	0	244660375	15	-128	0.0	0	4.24878	51.91448	72.0	51.1	50	0	1	82912	
2017-07-21Z13:30:56.241180	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	200.0	51.1	56	0	1	67641	
2017-07-21Z13:31:05.336393	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	200.8	51.1	6	0	1	32966	
2017-07-21Z13:31:15.249054	1	0	244660374	15	-128	0.0	0	4.25147	51.9137	201.0	51.1	16	0	1	66106	
2017-07-21Z13:31:15.821910	1	0	246300000	0	0	6.9	0	4.24889	51.91076	124.9	12.4	16	0	0	33359	
2017-07-21Z13:31:24.997824	3	0	244660374	15	-128	0.0	0	4.25148	51.9137	201.5	51.1	25	0	1	25603	
2017-07-21Z13:31:25.815534	1	0	246300000	0	0	6.9	0	4.24932	51.91058	125.1	12.3	26	0	0	2184	
2017-07-21Z13:31:35.319597	1	0	246300000	0	0	6.9	0	4.24974	51.9104	125.8	12.2	36	0	0	2238	
2017-07-21Z13:31:42.281651	3	0	245730000	5	-128	0.0	0	4.24758	51.91652	166.6	51.1	42	0	0	0	
2017-07-21Z13:31:50.227246	1	0	244660375	15	-128	0.0	0	4.24877	51.91448	67.5	51.1	50	0	1	67416	
2017-07-21Z13:31:54.241571	1	0	246300000	0	0	6.8	0	4.25054	51.91004	125.0	12.0	54	0	0	50174	
2017-07-21Z13:31:57.435627	1	0	244670086	0	-128	8.9	1	4.24833	51.91309	305.0	51.1	56	1	1	2288	
2017-07-21Z13:32:15.294510	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	201.2	51.1	16	0	1	50235	
2017-07-21Z13:32:15.867177	1	0	246300000	0	0	6.8	0	4.25139	51.90968	123.1	11.9	16	0	0	23168	
2017-07-21Z13:32:17.999541	1	0	244670086	0	-128	9.1	1	4.24719	51.91361	307.2	51.1	17	1	1	98977	
2017-07-21Z13:32:38.640931	3	0	244670086	0	-128	9.2	1	4.24606	51.91416	307.8	51.1	38	1	1	545	
2017-07-21Z13:32:50.193528	1	0	244660375	15	-128	7.0	0	4.24764	51.91367	225.0	51.1	50	0	1	50140	
2017-07-21Z13:32:58.386314	1	0	244670086	0	-128	9.3	1	4.24502	51.91466	308.1	51.1	57	1	1	100492	
2017-07-21Z13:33:11.163419	1	0	244660375	15	-128	7.5	0	4.24687	51.91317	223.9	51.1	11	0	1	50140	
2017-07-21Z13:33:15.261128	1	0	244660374	15	-128	0.0	0	4.25144	51.91367	199.2	51.1	16	0	1	33338	
2017-07-21Z13:33:15.834065	3	0	246300000	0	0	6.8	0	4.25395	51.90867	120.6	11.8	16	0	0	10881	
2017-07-21Z13:33:18.044763	1	0	244670086	0	-128	9.1	1	4.24392	51.91519	307.9	51.1	17	1	1	82175	
2017-07-21Z13:33:25.010100	1	0	244660374	15	-128	0.0	0	4.25145	51.91367	199.6	51.1	25	0	1	2277	
2017-07-21Z13:33:36.069451	1	0	244660374	15	-128	0.0	0	4.25145	51.91367	199.1	51.1	36	0	1	66887	
2017-07-21Z13:33:36.724017	3	0	244532000	5	-128	0.0	1	4.24697	51.9166	186.0	51.1	36	0	0	0	
2017-07-21Z13:33:38.607827	1	0	244670086	0	-128	9.0	1	4.24278	51.91574	308.1	51.1	38	1	1	49407	
2017-07-21Z13:33:44.670507	1	0	244660374	15	-128	0.0	0	4.25146	51.91367	197.0	51.1	45	0	1	83002	
2017-07-21Z13:33:45.734598	1	0	246300000	0	0	6.8	0	4.25531	51.9082	120.0	11.8	46	0	0	67248	
2017-07-21Z13:33:50.239275	1	0	244660375	15	-128	7.5	0	4.24539	51.91215	227.1	51.1	50	0	1	34648	
2017-07-21Z13:33:54.253685	1	0	246300000	0	0	6.8	0	4.25572	51.90806	120.0	11.9	54	0	0	23172	
2017-07-21Z13:33:56.219805	1	0	244660374	15	-128	0.0	0	4.25145	51.91367	196.9	51.1	56	0	1	23172	
2017-07-21Z13:34:11.130448	3	0	244660375	15	-128	5.2	0	4.24459	51.91176	235.5	51.1	11	0	1	24179	
2017-07-21Z13:34:12.850191	3	0	244353000	5	-5	0.1	1	4.23967	51.91319	302.0	30.0	12	0	0	85114	
2017-07-21Z13:34:15.306264	1	0	244660374	15	-128	0.0	0	4.25143	51.91366	197.6	51.1	16	0	1	23176	
2017-07-21Z13:34:31.772935	1	0	244660375	15	-128	3.3	0	4.24405	51.91156	243.8	51.1	32	0	1	23176	
2017-07-21Z13:34:36.114724	1	0	244660374	15	-128	0.0	0	4.25142	51.91366	197.1	51.1	36	0	1	50235	
2017-07-21Z13:34:56.186637	1	0	244660374	15	-128	0.0	0	4.25143	51.91367	197.9	51.1	56	0	1	2206	
2017-07-21Z13:35:06.098444	1	0	244660374	15	-128	0.0	0	4.25145	51.91367	199.3	51.1	6	0	1	50233	
2017-07-21Z13:35:11.175612	1	0	244660375	15	-128	1.1	0	4.2436	51.91138	224.5	51.1	11	0	1	23180	
2017-07-21Z13:35:15.273204	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	199.0	51.1	15	0	1	2256	
2017-07-21Z13:35:25.758822	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	199.4	51.1	26	0	1	66499	
2017-07-21Z13:35:36.081357	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	199.3	51.1	36	0	1	34119	
2017-07-21Z13:35:50.172162	1	0	244660375	15	-128	0.3	0	4.24347	51.9113	226.5	51.1	50	0	1	2254	
2017-07-21Z13:35:55.005047	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	199.0	51.1	55	0	1	67597	
2017-07-21Z13:36:15.403473	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	203.6	51.1	16	0	1	115774	
2017-07-21Z13:36:15.812724	1	0	246300000	0	0	6.6	0	4.26157	51.9058	123.4	12.3	16	0	0	23184	
2017-07-21Z13:36:25.807127	1	0	244710731	0	-128	0.0	1	4.24803	51.91764	30.2	51.1	25	0	1	2302	
2017-07-21Z13:36:33.997021	1	0	246300000	0	0	6.6	0	4.26234	51.90548	123.2	12.4	34	0	0	82965	
2017-07-21Z13:36:36.126863	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	203.7	51.1	36	0	1	23184	
2017-07-21Z13:36:36.782632	1	0	244710731	0	-128	0.0	1	4.24804	51.91764	29.5	51.1	36	0	1	49653	
2017-07-21Z13:36:54.886083	1	0	246300000	0	0	6.5	0	4.26318	51.90514	123.5	12.4	55	0	0	2221	
2017-07-21Z13:36:55.050696	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	209.5	51.1	55	0	1	50237	
2017-07-21Z13:37:08.568735	1	0	219458000	0	0	9.2	1	4.25952	51.90842	303.1	30.5	5	0	0	82370	
2017-07-21Z13:37:21.920882	1	0	219458000	0	0	8.9	1	4.25873	51.90875	303.7	30.5	19	0	0	99123	
2017-07-21Z13:37:25.770847	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	208.6	51.1	26	0	1	33731	
2017-07-21Z13:37:36.093290	3	0	244660374	15	-128	0.0	0	4.25145	51.91369	208.9	51.1	36	0	1	19377	
2017-07-21Z13:37:41.909682	3	0	245730000	5	-128	0.0	0	4.24759	51.91653	96.4	51.1	41	0	0	0	
2017-07-21Z13:37:44.694634	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	209.2	51.1	45	0	1	23188	
2017-07-21Z13:37:55.017092	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	207.7	51.1	55	0	1	34829	
2017-07-21Z13:38:06.076816	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	207.4	51.1	6	0	1	2261	
2017-07-21Z13:38:08.613758	1	0	219458000	0	0	8.4	1	4.2563	51.90978	305.3	30.4	5	0	0	65855	
2017-07-21Z13:38:25.737145	1	0	244660374	15	-128	0.0	0	4.25143	51.91368	208.5	51.1	26	0	1	23192	
2017-07-21Z13:38:34.008828	1	0	246300000	0	0	6.5	0	4.26718	51.90348	122.1	12.0	34	0	0	50211	
2017-07-21Z13:38:44.660959	1	0	244660374	15	-128	0.0	0	4.25142	51.91369	208.8	51.1	45	0	1	2253	
2017-07-21Z13:38:47.118332	1	0	219458000	0	0	8.1	1	4.25425	51.91062	302.2	30.3	45	0	0	67301	
2017-07-21Z13:39:06.369619	1	0	244660374	15	-128	0.0	0	4.25143	51.91369	210.8	51.1	7	0	1	98541	
2017-07-21Z13:39:08.580409	1	0	219458000	0	0	8.0	1	4.25325	51.91103	303.2	30.4	5	0	0	49602	
2017-07-21Z13:39:15.460483	1	0	244660374	15	-128	0.0	0	4.25143	51.9137	210.4	51.1	16	0	1	66112	
2017-07-21Z13:39:16.852881	3	0	235115088	5	-128	0.0	1	4.24839	51.91737	301.9	51.1	16	0	1	85242	
2017-07-21Z13:39:27.176518	1	0	219458000	0	0	7.9	1	4.25225	51.91143	303.0	30.3	25	0	0	23196	
2017-07-21Z13:39:35.694970	3	0	244532000	5	-128	0.0	1	4.24687	51.91655	186.0	51.1	35	0	0	0	
2017-07-21Z13:39:44.788324	3	0	244660374	15	-128	0.0	0	4.25144	51.91369	211.6	51.1	45	0	1	12177	
2017-07-21Z13:39:55.028809	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	213.0	51.1	55	0	1	2272	
2017-07-21Z13:40:12.150128	3	0	244353000	5	13	0.1	0	4.23971	51.91317	302.0	29.9	12	0	0	84490	
2017-07-21Z13:40:15.426730	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	213.4	51.1	16	0	1	50239	
2017-07-21Z13:40:21.898947	1	0	219458000	0	0	7.9	1	4.24953	51.91252	304.0	30.4	20	0	0	49602	
2017-07-21Z13:40:24.930348	1	0	244660374	15	-128	0.0	0	4.25144	51.9137	216.3	51.1	25	0	1	115778	
2017-07-21Z13:40:36.071349	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	219.9	51.1	36	0	1	34119	
2017-07-21Z13:40:44.754476	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	224.4	51.1	45	0	1	50245	
2017-07-21Z13:40:50.242934	1	0	244660375	15	-128	0.1	0	4.24344	51.91128	170.9	51.1	50	0	1	67418	
2017-07-21Z13:41:05.069880	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	229.2	51.1	5	0	1	98491	
2017-07-21Z13:41:21.944192	3	0	219458000	0	0	8.2	1	4.24658	51.9137	302.6	30.5	19	0	0	26467	
2017-07-21Z13:41:42.918149	1	0	244670356	0	-128	9.9	0	4.24062	51.9149	127.4	51.1	41	1	1	67144	
2017-07-21Z13:41:44.799601	1	0	244660374	15	-128	0.0	0	4.25144	51.9137	229.5	51.1	45	0	1	34444	
2017-07-21Z13:41:55.614343	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	229.5	51.1	56	0	1	67619	
2017-07-21Z13:42:15.438538	1	0	244660374	15	-128	0.0	0	4.25144	51.9137	230.2	51.1	16	0	1	23208	
2017-07-21Z13:42:28.463292	1	0	219458000	0	0	8.6	1	4.24313	51.91522	307.0	31.1	26	0	0	49602	
2017-07-21Z13:42:36.820951	3	0	244532000	5	-128	0.0	1	4.24685	51.91655	186.0	51.1	35	0	0	0	
2017-07-21Z13:42:42.963717	1	0	244670356	0	-128	9.9	0	4.2442	51.91325	124.6	51.1	41	1	1	49618	
2017-07-21Z13:42:50.254745	1	0	244660375	15	-128	1.5	0	4.2436	51.91132	66.8	51.1	51	0	1	34650	
2017-07-21Z13:42:55.659788	1	0	244660374	15	-128	0.0	0	4.25144	51.91369	230.9	51.1	56	0	1	50244	
2017-07-21Z13:43:02.543249	1	0	244670356	0	-128	9.9	0	4.24543	51.91273	123.7	51.1	1	1	1	32861	
2017-07-21Z13:43:05.081517	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	230.5	51.1	5	0	1	65723	
2017-07-21Z13:43:10.898462	1	0	244660375	15	-128	2.3	0	4.24387	51.91139	73.6	51.1	11	0	1	2278	
2017-07-21Z13:43:15.404797	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	232.4	51.1	16	0	1	2253	
2017-07-21Z13:43:24.987235	3	0	244660374	15	-128	0.0	0	4.25146	51.9137	232.8	51.1	25	0	1	25331	
2017-07-21Z13:43:32.444093	1	0	235080023	0	0	0.0	0	4.24828	51.91725	267.2	2.8	31	0	0	33983	
2017-07-21Z13:43:33.589058	1	0	244670356	0	-128	10.0	0	4.24744	51.91192	122.4	51.1	33	1	1	66792	
2017-07-21Z13:43:36.538464	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	234.2	51.1	37	0	1	66903	
2017-07-21Z13:43:39.733769	3	0	245730000	5	-128	0.0	0	4.24757	51.91654	0.8	51.1	39	0	0	0	
2017-07-21Z13:43:41.372746	1	0	244660375	15	-128	2.7	0	4.24445	51.91148	70.9	51.1	42	0	1	99853	
2017-07-21Z13:43:42.930042	1	0	244670356	0	-128	10.0	0	4.24794	51.91172	122.6	51.1	41	1	1	34376	
2017-07-21Z13:43:44.732469	3	0	244660374	15	-128	0.0	0	4.25146	51.91371	234.7	51.1	45	0	1	13489	
2017-07-21Z13:43:50.300176	1	0	244660375	15	-128	2.9	0	4.24463	51.91152	74.4	51.1	51	0	1	23212	
2017-07-21Z13:43:53.413138	1	0	235080023	0	0	0.0	0	4.24828	51.91725	326.2	2.8	52	0	0	2203	
2017-07-21Z13:43:55.626129	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	236.6	51.1	56	0	1	34851	
2017-07-21Z13:44:05.047882	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	238.1	51.1	5	0	1	50248	
2017-07-21Z13:44:11.681191	1	0	244660375	15	-128	3.5	0	4.24516	51.91159	79.9	51.1	12	0	1	98738	
2017-07-21Z13:44:22.824808	1	0	244670356	0	-128	10.0	0	4.25044	51.9107	123.4	51.1	21	1	1	49651	
2017-07-21Z13:44:23.069544	1	0	235080023	0	0	0.0	0	4.24827	51.91725	289.5	2.8	22	0	0	2216	
2017-07-21Z13:44:36.505168	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	245.6	51.1	37	0	1	50246	
2017-07-21Z13:44:42.565114	1	0	235080023	0	0	0.0	0	4.24827	51.91725	257.9	2.8	41	0	0	82304	
2017-07-21Z13:44:55.592504	1	0	244660374	15	-128	0.0	0	4.25147	51.91371	246.9	51.1	56	0	1	23216	
2017-07-21Z13:45:01.163258	1	0	244660375	15	-128	3.5	0	4.24655	51.9117	83.3	51.1	1	0	1	50100	
2017-07-21Z13:45:02.554673	1	0	244670356	0	-128	10.0	0	4.253	51.90971	122.3	51.1	1	1	1	2238	
2017-07-21Z13:45:11.647598	1	0	244660375	15	-128	3.2	0	4.24681	51.91172	85.3	51.1	12	0	1	82863	
2017-07-21Z13:45:17.301468	3	0	235115088	5	-128	0.0	1	4.2484	51.91737	301.9	51.1	16	0	1	85018	
2017-07-21Z13:45:31.472876	3	0	244660375	15	-128	4.5	0	4.24732	51.91177	72.7	51.1	32	0	1	11329	
2017-07-21Z13:45:35.485401	3	0	244532000	5	-128	0.0	1	4.24695	51.91658	186.0	51.1	33	0	0	0	
2017-07-21Z13:45:42.531466	1	0	235080023	0	0	0.0	0	4.24828	51.91726	279.9	2.8	41	0	0	67128	
2017-07-21Z13:45:44.744459	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	251.9	51.1	45	0	1	50244	
2017-07-21Z13:45:50.394792	1	0	244660375	15	-128	6.1	0	4.24801	51.91197	60.4	51.1	51	0	1	115627	
2017-07-21Z13:45:55.638034	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	251.9	51.1	56	0	1	2262	
2017-07-21Z13:46:12.269217	3	0	244353000	5	-8	0.1	1	4.23972	51.91315	302.0	30.0	12	0	0	84394	
2017-07-21Z13:46:15.544078	1	0	244660374	15	-128	0.0	0	4.25145	51.91371	252.0	51.1	16	0	1	83016	
2017-07-21Z13:46:22.836747	1	0	244670356	0	-128	9.8	0	4.25801	51.90773	122.1	51.1	21	1	1	23224	
2017-07-21Z13:46:24.965425	1	0	244660374	15	-128	0.0	0	4.25146	51.91371	250.6	51.1	25	0	1	23224	
2017-07-21Z13:46:42.497841	1	0	235080023	0	0	0.0	0	4.24828	51.91725	342.9	2.8	41	0	0	49563	
2017-07-21Z13:46:50.361150	1	0	244660375	15	-128	5.1	0	4.24897	51.91345	356.7	51.1	51	0	1	100190	
2017-07-21Z13:46:52.161797	1	0	235080023	0	0	0.0	0	4.24828	51.91725	229.4	2.8	52	0	0	34720	
2017-07-21Z13:47:01.912799	3	0	235080023	0	0	0.0	0	4.24827	51.91725	352.9	2.8	1	0	0	2339	
2017-07-21Z13:47:11.659767	1	0	244660375	15	-128	3.7	0	4.2489	51.91389	350.5	51.1	12	0	1	50098	
2017-07-21Z13:47:15.510510	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	257.7	51.1	16	0	1	66115	
2017-07-21Z13:47:20.589335	1	0	244660375	15	-128	3.3	0	4.24886	51.91404	349.4	51.1	21	0	1	82866	
2017-07-21Z13:47:24.932221	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	257.5	51.1	25	0	1	2305	
2017-07-21Z13:47:41.396536	1	0	244660375	15	-128	1.8	0	4.2488	51.91427	355.7	51.1	42	0	1	34317	
2017-07-21Z13:47:42.543353	1	0	235080023	0	0	0.0	0	4.24827	51.91725	209.5	2.8	41	0	0	34360	
2017-07-21Z13:47:52.128269	1	0	235080023	0	0	0.0	0	4.24827	51.91725	115.3	2.8	51	0	0	23228	
2017-07-21Z13:47:54.996887	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	255.6	51.1	55	0	1	115776	
2017-07-21Z13:48:04.826721	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	255.3	51.1	5	0	1	115777	
2017-07-21Z13:48:11.626218	1	0	244660375	15	-128	0.5	0	4.24878	51.91445	358.7	51.1	12	0	1	33202	
2017-07-21Z13:48:15.476847	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	259.8	51.1	16	0	1	50240	
2017-07-21Z13:48:17.360303	3	0	235115088	5	-128	0.0	1	4.2484	51.91737	301.9	51.1	17	0	1	85514	
2017-07-21Z13:48:35.954870	1	0	244316000	0	0	10.1	1	4.26457	51.90673	301.0	30.2	35	0	0	23232	
2017-07-21Z13:48:36.528741	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	262.7	51.1	37	0	1	50240	
2017-07-21Z13:48:41.362906	1	0	244660375	15	-128	0.0	0	4.24878	51.91448	4.1	51.1	42	0	1	23232	
2017-07-21Z13:48:44.801527	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	263.1	51.1	45	0	1	67212	
2017-07-21Z13:48:50.373030	1	0	244660375	15	-128	0.0	0	4.24877	51.91448	6.1	51.1	51	0	1	67422	
2017-07-21Z13:48:55.698288	1	0	244316000	0	0	10.1	1	4.26328	51.90723	302.0	30.3	55	0	0	49952	
2017-07-21Z13:49:01.924746	1	0	235080023	0	0	0.0	0	4.24827	51.91725	299.5	2.8	1	0	0	23236	
2017-07-21Z13:49:04.872259	1	0	244660374	15	-128	0.0	0	4.25145	51.91369	265.7	51.1	5	0	1	98483	
2017-07-21Z13:49:14.866707	1	0	244316000	0	0	10.1	1	4.26207	51.90772	302.0	30.3	15	0	0	33322	
2017-07-21Z13:49:15.522454	3	0	244660374	15	-128	0.0	0	4.25146	51.9137	263.1	51.1	16	0	1	29251	
2017-07-21Z13:49:27.400563	1	0	23303610	15	-128	0.0	1	4.25054	51.92084	290.5	51.1	27	0	1	33792	
2017-07-21Z13:49:31.496772	1	0	244660375	15	-128	0.0	0	4.24877	51.91447	7.6	51.1	32	0	1	2254	
2017-07-21Z13:49:36.495371	3	0	244660374	15	-128	0.0	0	4.25146	51.9137	266.0	51.1	37	0	1	17841	
2017-07-21Z13:49:42.309423	3	0	245730000	5	-128	0.0	0	4.24755	51.91651	4.2	51.1	42	0	0	0	
2017-07-21Z13:49:44.768033	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	266.2	51.1	45	0	1	50238	
2017-07-21Z13:49:50.339547	1	0	244660375	15	-128	0.0	0	4.24877	51.91447	6.8	51.1	51	0	1	50101	
2017-07-21Z13:49:55.008902	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	267.0	51.1	55	0	1	83006	
2017-07-21Z13:49:55.664617	1	0	244316000	0	0	10.2	1	4.25945	51.90872	301.0	30.2	54	0	0	34854	
2017-07-21Z13:50:04.838678	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	266.5	51.1	5	0	1	83008	
2017-07-21Z13:50:11.637803	1	0	244660375	15	-128	0.0	0	4.24878	51.91447	5.6	51.1	12	0	1	2207	
2017-07-21Z13:50:14.833065	1	0	244316000	0	0	10.2	1	4.25823	51.90918	302.0	30.2	14	0	0	23240	
2017-07-21Z13:50:15.488871	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	265.6	51.1	16	0	1	23240	
2017-07-21Z13:50:22.941346	1	0	235080023	0	0	0.0	0	4.24827	51.91725	343.6	2.8	22	0	0	82373	
2017-07-21Z13:50:26.384656	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	264.9	51.1	27	0	1	23240	
2017-07-21Z13:50:31.624658	1	0	244660375	15	-128	0.0	0	4.24878	51.91447	6.1	51.1	32	0	1	115627	
2017-07-21Z13:50:35.804933	1	0	244316000	0	0	10.1	1	4.25687	51.9097	302.0	30.2	33	0	0	115488	
2017-07-21Z13:50:36.540621	1	0	244660374	15	-128	0.0	0	4.25145	51.91368	266.2	51.1	37	0	1	23240	
2017-07-21Z13:50:43.749390	1	0	235080023	0	0	0.0	0	4.24827	51.91725	325.7	2.8	43	0	0	115145	
2017-07-21Z13:50:50.385001	1	0	244660375	15	-128	0.0	0	4.24878	51.91448	4.4	51.1	51	0	1	34654	
2017-07-21Z13:50:53.335330	1	0	235080023	0	0	0.0	0	4.24827	51.91725	314.7	2.8	52	0	0	100302	
2017-07-21Z13:50:55.710227	1	0	244316000	0	0	10.0	1	4.25555	51.91023	302.0	30.2	55	0	0	23240	
2017-07-21Z13:51:04.884200	1	0	244660374	15	-128	0.0	0	4.25146	51.91369	267.5	51.1	5	0	1	65715	
2017-07-21Z13:51:10.536516	1	0	244660375	15	-128	0.0	0	4.24877	51.91447	5.7	51.1	11	0	1	82861	
2017-07-21Z13:51:15.534015	1	0	244660374	15	-128	0.0	0	4.25147	51.91369	265.2	51.1	16	0	1	2258	
2017-07-21Z13:51:17.499848	3	0	235115088	5	-128	0.1	1	4.24838	51.91737	301.9	51.1	17	0	1	85322	
2017-07-21Z13:51:31.591439	1	0	244660375	15	-128	0.0	0	4.24876	51.91447	5.2	51.1	32	0	1	99486	
2017-07-21Z13:51:33.556728	1	0	235080023	0	0	0.0	0	4.24827	51.91725	74.8	2.8	32	0	0	23244	
2017-07-21Z13:52:01.737324	3	0	244660375	15	-128	0.0	0	4.24877	51.91448	0.4	51.1	2	0	1	30211	
2017-07-21Z13:52:10.502920	1	0	244660375	15	-128	0.0	0	4.24878	51.91447	358.0	51.1	11	0	1	65927	
2017-07-21Z13:52:11.403442	3	0	244353000	5	-8	0.1	1	4.23968	51.91315	302.0	30.0	11	0	0	85658	
2017-07-21Z13:52:15.663482	1	0	244316000	0	0	9.9	1	4.2507	51.91212	303.0	30.6	14	0	0	49952	
2017-07-21Z13:52:15.745365	1	0	244660374	15	-128	0.0	0	4.25146	51.9137	264.1	51.1	16	0	1	98891	
2017-07-21Z13:52:20.579685	1	0	244660375	15	-128	0.0	0	4.24878	51.91447	358.8	51.1	21	0	1	2272	
2017-07-21Z13:52:22.874224	1	0	235080023	0	0	0.0	0	4.24828	51.91725	323.2	2.8	22	0	0	49630	
2017-07-21Z13:52:25.085993	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	263.6	51.1	25	0	1	115777	
2017-07-21Z13:52:33.523237	1	0	235080023	0	0	0.0	0	4.24828	51.91725	290.5	2.8	32	0	0	2247	
2017-07-21Z13:52:35.325788	1	0	244660374	15	-128	0.0	0	4.25145	51.9137	264.4	51.1	36	0	1	115778	
